SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other,a,b,c,d,e
University of California San Diego,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,Amanda Datnow ,,,,,,
University of California San Diego,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,M,John Evans ,,,,,,
University of California San Diego,DIVISION OF SOCIAL SCIENCES,DEAN,F,Carol Padden ,,,,,,
University of California San Diego,INSTITUTION OF OCEANOGRAPHY,ASSOCIATE DEAN,M,"SHEARER, PETER",,,,,,
University of California San Diego,INSTITUTION OF OCEANOGRAPHY,DEAN,F,Margaret Leinen,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Tana Troke Campana,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Denine Hagen,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,F,Karen Christman,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,George Tynan,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Ahmed-Waeil M. Elgamal,,,,,,
University of California San Diego,SCHOOL OF ENGINEERING,DEAN,M,Albert P. Pisano,,,,,,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,ASSISTANT DEAN,F,Wendy Hunter Barke,,,,,,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,ASSISTANT DEAN,F,Teresa Olcomendy,,,,,,
University of California San Diego,SCHOOL OF GLOBAL POLICY AND STRATEGY ,DEAN,M,Peter Cowhey,,,,,,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,F,JoAnne Starr,,,,,,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Leonard LaFebre,,,,,,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Clark Jordan,,,,,,
University of California San Diego,SCHOOL OF MANAGEMENT,ASSISTANT DEAN,M,Shaun Carver,,,,,,
University of California San Diego,SCHOOL OF MANAGEMENT,DEAN,M,Sullivan,,,,,,
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,MARIA C. SAVOIA,VICE DEAN ,,,,,
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,F,Carolyn J. Kelly,,,,,,
University of California San Diego,SCHOOL OF MEDICINE ,ASSOCIATE DEAN,M,Jess Mandel,,,,,,
University of California San Diego,SCHOOL OF MEDICINE ,DEAN,M,Steven Garfin,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSISTANT DEAN,M,Renu F. Singh,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Andrina Marshall,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Brookie Best,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Kelly C. Lee,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Grace M. Kuo,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Rabia Atayee,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,F,Candis M. Morello,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,Charles Daniels,,,,,,
University of California San Diego,SCHOOL OF PHARMACY,ASSOCIATE DEAN,M,David Bailey,DEPUTY DEAN,,,,,
University of California San Diego,SCHOOL OF PHARMACY,DEAN,M,JAMES MCKERROW,,,,,,
University of California San Diego,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Pradeep K. Khosla,CHANCELLOR,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Elizabeth H. Simmons,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Margaret S. Leinen,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Sandra A. Brown,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Becky Petitt,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David A. Brenner,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gary C. Matthews,,,,,,
University of California San Diego,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Pierre Ouillet,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSISTANT DEAN,F,Lauren Na,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSISTANT DEAN,F,Susan Swarts ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSISTANT DEAN,F,Kathleen Micham ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSISTANT DEAN,F,Reem Hanna-Harwell ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSISTANT DEAN,M,Caleb “Q” Na ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,F,Muriel McClendon ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,F,Maite de Zubiaurre ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Alan Grinnell ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Blaire Van Valkenberg ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Mike Lofchie ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Till von Wachter ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Ferd Coroniti ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Michael Jung ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Ross Shideler ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,ASSOCIATE DEAN,M,Al Courey ,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,DEAN,F,Victoria Sork,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,DEAN,F,Patricia A. Turner,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,DEAN,M,David Schaberg,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,DEAN,M,Miguel García-Garibay,,,,,,
"University of California, Los Angeles",COLLEGE OF LETTER AND SCIENCE ,DEAN,M,Darnell Hunt,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSISTANT DEAN,F,Anne Dela Cruz ,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSISTANT DEAN,F,April de Stefano ,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSISTANT DEAN,F,AnaLebon ,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSOCIATE DEAN,F,Susan Ettner,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSOCIATE DEAN,F,Norma Mendoza-Denton,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,ASSOCIATE DEAN,M,Joseph Watson,,,,,,
"University of California, Los Angeles",GRADUATE DIVISION,DEAN,F,Robin L. Garrell,,,,,,
"University of California, Los Angeles",Graduate School,ASSOCIATE DEAN,F,Radhika Seshan,,,,,,
"University of California, Los Angeles",Graduate School,DEAN,M,Wayne Smutz,,,,,,
"University of California, Los Angeles",GRADUATE SCHOOL OF EDUCATION AND INFORMATION STUDIES,ASSISTANT DEAN,F,Olivia Diaz Ramirez,,,,,,
"University of California, Los Angeles",GRADUATE SCHOOL OF EDUCATION AND INFORMATION STUDIES,ASSISTANT DEAN,F,Karla Breen,,,,,,
"University of California, Los Angeles",GRADUATE SCHOOL OF EDUCATION AND INFORMATION STUDIES,ASSOCIATE DEAN,F,Jody Priselac,,,,,,
"University of California, Los Angeles",GRADUATE SCHOOL OF EDUCATION AND INFORMATION STUDIES,ASSOCIATE DEAN,M,Tyrone Howard,,,,,,
"University of California, Los Angeles",GRADUATE SCHOOL OF EDUCATION AND INFORMATION STUDIES,DEAN,M,Marcelo Suárez-Orozco,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSISTANT DEAN,F,Tara Aghaloo,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSISTANT DEAN,F,Vina Chin,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSISTANT DEAN,M,Andrew Alexan,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,F,Carol Bibb,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,F,Diana Messadi,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,M,Paulo Camargo,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,M,Edmond Hewlett,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,M,Sotirios Tetradis,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,M,Cun-Yu Wang,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,ASSOCIATE DEAN,M,David Wong,,,,,,
"University of California, Los Angeles",SCHOOL OF DENTISTRY ,DEAN,M,Paul H. Krebsbach,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSISTANT DEAN,F,Mary Okino,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSISTANT DEAN,M,Brandon Baker,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Jia-Ming Liu,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Scott Brandenberg,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Harold Monbouquette,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Richard D. Wesel,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,ASSOCIATE DEAN,M,Jenn-Ming Yang,,,,,,
"University of California, Los Angeles",SCHOOL OF ENGINEERING AND APPLIED SCIENCE ,DEAN,F,Jayathi Murthy,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSISTANT DEAN,F,Susan Cordell Gillig,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSISTANT DEAN,F,Allison Korn,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSISTANT DEAN,F,Lara Stemple,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,F,Joanna Schwartz,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,F,Tracey Parr ,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,F,Myra Kathleen Saunders,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,F,Emily L. Scivoletto,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,M,Russell Korobkin,Vice Dean,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,M,Brad Sears,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,ASSOCIATE DEAN,M,Robert Bradley Sears,,,,,,
"University of California, Los Angeles",SCHOOL OF LAW,DEAN,F,Jennifer L. Mnookin,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSISTANT DEAN,F,Regina Regazzi,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSISTANT DEAN,M,Alex Lawrence,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSISTANT DEAN,M,Gary Fraser,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSOCIATE DEAN,F,Carla Hayn,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSOCIATE DEAN,M,Gonzalo Freixes,,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,ASSOCIATE DEAN,M,"Alfred E. Osborne, Jr.",,,,,,
"University of California, Los Angeles",SCHOOL OF MANAGEMENT ,DEAN,F,Judy D. Olian,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Iljie K. Fitzgerald,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Josephine Isabel-Jones,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Deborah Lehman,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Holly Middlekauff,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Daphne Calmes,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Madeleine Valencerina,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Elizabeth Neufeld,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,F,Judith Consales ,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Edward Ha,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Zaldy Tan,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Jason Napolitano,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Robert Evan Reiter,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,John S. Adams,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Paul Marino Vespa,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Ronald Edelstein,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSISTANT DEAN,M,Richard Gold,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,F,Lynn K. Gordon,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,F,Anja Paardekooper,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,F,Linda G. Baum,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,F,Neveen El-Farra,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,F,Shannon Thyne,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Jonathan Hiatt,Vice Dean ,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Clarence H. Braddock III,Vice Dean ,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Stephen T. Smale,Vice Dean ,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Gregory S. Payne,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Ren Sun,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Theodore Hall,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Lee T. Miller,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Kate Perkins,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Joyce Fried ,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Steven M. Dubinett,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Daniel Geschwind,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Alan G. Robinson,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Stanley Korenman,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Anish Mahajan,,,,,,
"University of California, Los Angeles",SCHOOL OF MEDICINE   ,ASSOCIATE DEAN,M,Shlomo Melmed,,,,,,
"University of California, Los Angeles",SCHOOL OF MUSIC,ASSISTANT DEAN,F,"McGarry, Shannon",,,,,,
"University of California, Los Angeles",SCHOOL OF MUSIC,ASSOCIATE DEAN,F,Juliana Gondek ,,,,,,
"University of California, Los Angeles",SCHOOL OF MUSIC,ASSOCIATE DEAN,M,Raymond Knapp ,,,,,,
"University of California, Los Angeles",SCHOOL OF MUSIC,DEAN,F,Judith L. Smith,,,,,,
"University of California, Los Angeles",SCHOOL OF NURSING,ASSISTANT DEAN,F,Karen Grimley,,,,,,
"University of California, Los Angeles",SCHOOL OF NURSING,ASSOCIATE DEAN,F,Lynn V. Doering,,,,,,
"University of California, Los Angeles",SCHOOL OF NURSING,ASSOCIATE DEAN,F,Deborah Koniak-Griffin,,,,,,
"University of California, Los Angeles",SCHOOL OF NURSING,DEAN,F,Linda Sarna,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC AFFAIRS,ASSISTANT DEAN,F,Julie Straub,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC AFFAIRS,ASSOCIATE DEAN,F,Anastasia Loukaitou-Sideris,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC AFFAIRS,DEAN,F,Kelsey Martin,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC AFFAIRS,DEAN,M,Gary M. Segura,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,Elizabeth Yzquierdo,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,Carla Denly,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,Tal Gozani,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F,Rebecca Wolfe,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Hilary Godwin,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Laura Erskine,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Kathleen Kiser,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Zuo-Feng Zhang,,,,,,
"University of California, Los Angeles",SCHOOL OF PUBLIC HEALTH,DEAN,F,Jody Heymann,,,,,,
"University of California, Los Angeles",SCHOOL OF THE ARTS AND ARCHITECTURE ,ASSISTANT DEAN,M,Guy Custis,,,,,,
"University of California, Los Angeles",SCHOOL OF THE ARTS AND ARCHITECTURE ,ASSOCIATE DEAN,F,Victoria Marks,,,,,,
"University of California, Los Angeles",SCHOOL OF THE ARTS AND ARCHITECTURE ,ASSOCIATE DEAN,F,Barbara Drucker,,,,,,
"University of California, Los Angeles",SCHOOL OF THE ARTS AND ARCHITECTURE ,ASSOCIATE DEAN,M,Ben Refuerzo,,,,,,
"University of California, Los Angeles",SCHOOL OF THE ARTS AND ARCHITECTURE ,DEAN,M,Brett Steele,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSISTANT DEAN,F,Susan Marcano,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSISTANT DEAN,M,Frederick E. A. Bush,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSOCIATE DEAN,F,Barbara Boyle,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSOCIATE DEAN,F,Myung Hee Cho,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSOCIATE DEAN,F,Edit Villarreal,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSOCIATE DEAN,M,Jeff Burke,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",ASSOCIATE DEAN,M,Richard Walter,,,,,,
"University of California, Los Angeles","SCHOOL OF THEATRE, FILM AND TELEVISION ",DEAN,F,Teri Schwartz ,,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,OTHER,F,Youlonda Copeland-Morgan,Vice Provost,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,OTHER,M,Jim Davis,Vice Provost,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,OTHER,M,David K. Yoo,Vice Provost,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Gene Block,Chancellor ,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Rhea Turteltaub,Vice Chancellor   ,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Michael S. Levine,Vice Chancellor   ,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Michael J. Beck,Vice Chancellor   ,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jerry Kang,Vice Chancellor   ,,,,,
"University of California, Los Angeles",SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Steven A. Olsen,Vice Chancellor   ,,,,,
University of Chicago ,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Sandra Peppers,,,,,,
University of Chicago ,DIVINITY SCHOOL,ASSOCIATE DEAN,F,Anita Lumpkin,,,,,,
University of Chicago ,DIVINITY SCHOOL,DEAN,M,David Nirenberg,,,,,,
University of Chicago ,DIVINITY SCHOOL,DEAN,M,Joshua Feigelson,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,F,"Brenda Battle, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,F,Hannah Lawrence,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,F,"Sara Saathoff,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,M,"Scott DeBlaze, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSISTANT DEAN,M,"Dipti Ranganathan,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,F,"Diane Hall, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,F,"Connie Lee, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,F,"Laila Rashid, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,M,"George Langan,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,M,"Mumtaz Darbar, ",VICE DEAN ,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,ASSOCIATE DEAN,M,"Gerard Mikols, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,"Susan Cohn, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,"Ruth Anne Eatock,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,"Holly J. Humphrey, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,"aren Kim,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,Victoria Prince,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,F,Nancy Schwartz,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,Kenneth S. Polonsky,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,"Habibul Ahsan,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,"Martin Feder, ",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,"ohn Flynn,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,"T. Conrad Gilliam,",,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,Iris Romero,,,,,,
University of Chicago ,DIVISION OF BIOLOGICAL SCIENCES,DEAN,M,"Julian Solway,",,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSISTANT DEAN,F,Emily Easton,,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSISTANT DEAN,F,Shirley Proby,,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,F,Jessica Greenfield,,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Michael Foote,DEPUTY DEAN,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Michael Grosse,,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Craig Hogan,DEPUTY DEAN,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,ASSOCIATE DEAN,M,Stephen Meyer,DEPUTY DEAN,,,,,
University of Chicago ,DIVISION OF PHYSICAL SCIENCES,DEAN,M,Edward (Rocky) Kolb,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSISTANT DEAN,M,BRETT BAKER,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,KATHLEEN A. CAGNEY,DEPUTY DEAN,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,CATE GOEBEL,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,LISA WILLIAMS,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,KELLY THERESE POLLOCK,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,F,ELISABETH S. CLEMENS,,,,,,
University of Chicago ,DIVISION OF SOCIAL SCIENCES,ASSOCIATE DEAN,M,MARK BRADLEY,DEPUTY DEAN,,,,,
